id,datetime,open,high,low,close,volume,open_oi,close_oi,symbol,duration,time,date
466631,2024-01-02 10:41:00,3407.8,3408.2,3407.4,3408.0,67.0,97213.0,97198.0,KQ.m@CFFEX.IF,60000000000,10:41:00,2024-01-02
466632,2024-01-02 10:42:00,3408.0,3408.4,3406.6,3406.6,126.0,97198.0,97157.0,KQ.m@CFFEX.IF,60000000000,10:42:00,2024-01-02
466633,2024-01-02 10:43:00,3406.6,3407.2,3406.0,3407.0,114.0,97157.0,97128.0,KQ.m@CFFEX.IF,60000000000,10:43:00,2024-01-02
466634,2024-01-02 10:44:00,3407.0,3408.4,3406.8,3408.2,87.0,97128.0,97098.0,KQ.m@CFFEX.IF,60000000000,10:44:00,2024-01-02
466635,2024-01-02 10:45:00,3408.2,3408.4,3406.4,3407.2,96.0,97098.0,97068.0,KQ.m@CFFEX.IF,60000000000,10:45:00,2024-01-02
466636,2024-01-02 10:46:00,3407.2,3407.4,3404.4,3406.0,358.0,97068.0,97094.0,KQ.m@CFFEX.IF,60000000000,10:46:00,2024-01-02
466637,2024-01-02 10:47:00,3406.0,3407.2,3404.8,3406.6,153.0,97094.0,97110.0,KQ.m@CFFEX.IF,60000000000,10:47:00,2024-01-02
466638,2024-01-02 10:48:00,3406.6,3406.6,3404.8,3405.6,139.0,97110.0,97083.0,KQ.m@CFFEX.IF,60000000000,10:48:00,2024-01-02
466639,2024-01-02 10:49:00,3405.6,3405.6,3404.4,3404.8,117.0,97083.0,97073.0,KQ.m@CFFEX.IF,60000000000,10:49:00,2024-01-02
466640,2024-01-02 10:50:00,3404.8,3405.0,3403.2,3403.6,245.0,97073.0,97098.0,KQ.m@CFFEX.IF,60000000000,10:50:00,2024-01-02
466641,2024-01-02 10:51:00,3403.6,3404.0,3402.6,3403.0,203.0,97098.0,97098.0,KQ.m@CFFEX.IF,60000000000,10:51:00,2024-01-02
466642,2024-01-02 10:52:00,3403.0,3404.2,3402.6,3403.0,200.0,97098.0,97112.0,KQ.m@CFFEX.IF,60000000000,10:52:00,2024-01-02
466643,2024-01-02 10:53:00,3403.0,3403.0,3401.6,3401.8,292.0,97112.0,97123.0,KQ.m@CFFEX.IF,60000000000,10:53:00,2024-01-02
466644,2024-01-02 10:54:00,3401.8,3402.0,3400.4,3400.6,328.0,97123.0,97113.0,KQ.m@CFFEX.IF,60000000000,10:54:00,2024-01-02
466645,2024-01-02 10:55:00,3400.6,3401.4,3399.4,3400.0,451.0,97113.0,97148.0,KQ.m@CFFEX.IF,60000000000,10:55:00,2024-01-02
466646,2024-01-02 10:56:00,3400.0,3400.0,3396.8,3397.6,307.0,97148.0,97113.0,KQ.m@CFFEX.IF,60000000000,10:56:00,2024-01-02
466647,2024-01-02 10:57:00,3397.6,3399.0,3397.2,3398.0,471.0,97113.0,97044.0,KQ.m@CFFEX.IF,60000000000,10:57:00,2024-01-02
466648,2024-01-02 10:58:00,3398.0,3398.8,3397.4,3398.2,247.0,97044.0,97078.0,KQ.m@CFFEX.IF,60000000000,10:58:00,2024-01-02
466649,2024-01-02 10:59:00,3398.2,3400.0,3398.2,3399.4,340.0,97078.0,97178.0,KQ.m@CFFEX.IF,60000000000,10:59:00,2024-01-02
466650,2024-01-02 11:00:00,3399.4,3401.2,3398.6,3400.2,305.0,97178.0,97230.0,KQ.m@CFFEX.IF,60000000000,11:00:00,2024-01-02
466651,2024-01-02 11:01:00,3400.2,3401.6,3399.0,3401.0,240.0,97230.0,97295.0,KQ.m@CFFEX.IF,60000000000,11:01:00,2024-01-02
466652,2024-01-02 11:02:00,3401.0,3402.0,3401.0,3401.6,140.0,97295.0,97286.0,KQ.m@CFFEX.IF,60000000000,11:02:00,2024-01-02
466653,2024-01-02 11:03:00,3401.6,3401.6,3399.8,3400.0,192.0,97286.0,97272.0,KQ.m@CFFEX.IF,60000000000,11:03:00,2024-01-02
466654,2024-01-02 11:04:00,3400.0,3400.8,3399.6,3399.6,154.0,97272.0,97269.0,KQ.m@CFFEX.IF,60000000000,11:04:00,2024-01-02
466655,2024-01-02 11:05:00,3399.6,3401.0,3399.6,3400.6,98.0,97269.0,97285.0,KQ.m@CFFEX.IF,60000000000,11:05:00,2024-01-02
466656,2024-01-02 11:06:00,3400.6,3401.0,3399.6,3401.0,124.0,97285.0,97278.0,KQ.m@CFFEX.IF,60000000000,11:06:00,2024-01-02
466657,2024-01-02 11:07:00,3401.0,3402.6,3400.2,3402.6,162.0,97278.0,97295.0,KQ.m@CFFEX.IF,60000000000,11:07:00,2024-01-02
466658,2024-01-02 11:08:00,3402.6,3403.2,3401.8,3402.8,136.0,97295.0,97325.0,KQ.m@CFFEX.IF,60000000000,11:08:00,2024-01-02
466659,2024-01-02 11:09:00,3402.8,3404.4,3402.6,3404.0,195.0,97325.0,97359.0,KQ.m@CFFEX.IF,60000000000,11:09:00,2024-01-02
466660,2024-01-02 11:10:00,3404.0,3404.8,3402.0,3402.4,168.0,97359.0,97371.0,KQ.m@CFFEX.IF,60000000000,11:10:00,2024-01-02
466661,2024-01-02 11:11:00,3402.4,3404.4,3402.4,3404.4,82.0,97371.0,97378.0,KQ.m@CFFEX.IF,60000000000,11:11:00,2024-01-02
466662,2024-01-02 11:12:00,3404.4,3404.4,3402.2,3403.4,123.0,97378.0,97372.0,KQ.m@CFFEX.IF,60000000000,11:12:00,2024-01-02
466663,2024-01-02 11:13:00,3403.4,3403.6,3402.4,3402.4,85.0,97372.0,97354.0,KQ.m@CFFEX.IF,60000000000,11:13:00,2024-01-02
466664,2024-01-02 11:14:00,3402.4,3404.8,3402.2,3404.8,116.0,97354.0,97346.0,KQ.m@CFFEX.IF,60000000000,11:14:00,2024-01-02
466665,2024-01-02 11:15:00,3404.8,3404.8,3401.8,3402.6,193.0,97346.0,97339.0,KQ.m@CFFEX.IF,60000000000,11:15:00,2024-01-02
466666,2024-01-02 11:16:00,3402.6,3403.8,3402.6,3403.8,80.0,97339.0,97339.0,KQ.m@CFFEX.IF,60000000000,11:16:00,2024-01-02
466667,2024-01-02 11:17:00,3403.8,3404.4,3403.4,3404.0,80.0,97339.0,97354.0,KQ.m@CFFEX.IF,60000000000,11:17:00,2024-01-02
466668,2024-01-02 11:18:00,3404.0,3404.6,3403.6,3404.2,93.0,97354.0,97372.0,KQ.m@CFFEX.IF,60000000000,11:18:00,2024-01-02
466669,2024-01-02 11:19:00,3404.2,3404.6,3402.4,3403.6,109.0,97372.0,97378.0,KQ.m@CFFEX.IF,60000000000,11:19:00,2024-01-02
466670,2024-01-02 11:20:00,3403.6,3403.8,3402.4,3403.0,51.0,97378.0,97382.0,KQ.m@CFFEX.IF,60000000000,11:20:00,2024-01-02
466671,2024-01-02 11:21:00,3403.0,3403.4,3400.2,3400.4,172.0,97382.0,97401.0,KQ.m@CFFEX.IF,60000000000,11:21:00,2024-01-02
466672,2024-01-02 11:22:00,3400.4,3401.4,3399.2,3399.8,201.0,97401.0,97420.0,KQ.m@CFFEX.IF,60000000000,11:22:00,2024-01-02
466673,2024-01-02 11:23:00,3399.8,3400.6,3399.2,3400.0,94.0,97420.0,97413.0,KQ.m@CFFEX.IF,60000000000,11:23:00,2024-01-02
466674,2024-01-02 11:24:00,3400.0,3401.4,3399.4,3400.8,78.0,97413.0,97410.0,KQ.m@CFFEX.IF,60000000000,11:24:00,2024-01-02
466675,2024-01-02 11:25:00,3400.8,3401.0,3399.4,3401.0,95.0,97410.0,97424.0,KQ.m@CFFEX.IF,60000000000,11:25:00,2024-01-02
466676,2024-01-02 11:26:00,3401.0,3401.4,3400.2,3400.2,68.0,97424.0,97436.0,KQ.m@CFFEX.IF,60000000000,11:26:00,2024-01-02
466677,2024-01-02 11:27:00,3400.2,3400.8,3399.4,3400.2,89.0,97436.0,97439.0,KQ.m@CFFEX.IF,60000000000,11:27:00,2024-01-02
466678,2024-01-02 11:28:00,3400.2,3400.8,3399.6,3400.0,60.0,97439.0,97444.0,KQ.m@CFFEX.IF,60000000000,11:28:00,2024-01-02
466679,2024-01-02 11:29:00,3400.0,3400.2,3398.8,3399.0,168.0,97444.0,97479.0,KQ.m@CFFEX.IF,60000000000,11:29:00,2024-01-02
466680,2024-01-02 13:00:00,3399.2,3401.0,3399.0,3399.6,262.0,97479.0,97530.0,KQ.m@CFFEX.IF,60000000000,13:00:00,2024-01-02
466681,2024-01-02 13:01:00,3399.6,3402.4,3399.2,3401.6,188.0,97530.0,97568.0,KQ.m@CFFEX.IF,60000000000,13:01:00,2024-01-02
466682,2024-01-02 13:02:00,3401.6,3401.8,3400.0,3400.8,111.0,97568.0,97577.0,KQ.m@CFFEX.IF,60000000000,13:02:00,2024-01-02
466683,2024-01-02 13:03:00,3400.8,3402.8,3400.4,3402.4,114.0,97577.0,97580.0,KQ.m@CFFEX.IF,60000000000,13:03:00,2024-01-02
466684,2024-01-02 13:04:00,3402.4,3403.8,3401.4,3403.8,114.0,97580.0,97571.0,KQ.m@CFFEX.IF,60000000000,13:04:00,2024-01-02
466685,2024-01-02 13:05:00,3403.8,3406.8,3403.2,3404.4,380.0,97571.0,97612.0,KQ.m@CFFEX.IF,60000000000,13:05:00,2024-01-02
466686,2024-01-02 13:06:00,3404.4,3405.8,3404.4,3405.4,119.0,97612.0,97615.0,KQ.m@CFFEX.IF,60000000000,13:06:00,2024-01-02
466687,2024-01-02 13:07:00,3405.4,3406.2,3404.8,3406.0,130.0,97615.0,97626.0,KQ.m@CFFEX.IF,60000000000,13:07:00,2024-01-02
466688,2024-01-02 13:08:00,3406.0,3407.4,3405.6,3406.4,295.0,97626.0,97666.0,KQ.m@CFFEX.IF,60000000000,13:08:00,2024-01-02
466689,2024-01-02 13:09:00,3406.4,3406.6,3404.6,3405.4,112.0,97666.0,97685.0,KQ.m@CFFEX.IF,60000000000,13:09:00,2024-01-02
466690,2024-01-02 13:10:00,3405.4,3405.4,3403.6,3404.8,174.0,97685.0,97722.0,KQ.m@CFFEX.IF,60000000000,13:10:00,2024-01-02
466691,2024-01-02 13:11:00,3404.8,3405.0,3403.4,3404.0,97.0,97722.0,97756.0,KQ.m@CFFEX.IF,60000000000,13:11:00,2024-01-02
466692,2024-01-02 13:12:00,3404.0,3405.4,3404.0,3404.4,71.0,97756.0,97769.0,KQ.m@CFFEX.IF,60000000000,13:12:00,2024-01-02
466693,2024-01-02 13:13:00,3404.4,3405.2,3403.8,3404.0,78.0,97769.0,97802.0,KQ.m@CFFEX.IF,60000000000,13:13:00,2024-01-02
466694,2024-01-02 13:14:00,3404.0,3404.8,3403.2,3404.4,151.0,97802.0,97820.0,KQ.m@CFFEX.IF,60000000000,13:14:00,2024-01-02
466695,2024-01-02 13:15:00,3404.4,3404.4,3401.2,3401.6,220.0,97820.0,97806.0,KQ.m@CFFEX.IF,60000000000,13:15:00,2024-01-02
466696,2024-01-02 13:16:00,3401.6,3402.8,3401.6,3402.4,78.0,97806.0,97813.0,KQ.m@CFFEX.IF,60000000000,13:16:00,2024-01-02
466697,2024-01-02 13:17:00,3402.4,3403.2,3401.8,3402.8,142.0,97813.0,97797.0,KQ.m@CFFEX.IF,60000000000,13:17:00,2024-01-02
466698,2024-01-02 13:18:00,3402.8,3403.4,3401.8,3402.0,54.0,97797.0,97796.0,KQ.m@CFFEX.IF,60000000000,13:18:00,2024-01-02
466699,2024-01-02 13:19:00,3402.0,3402.0,3400.0,3400.0,130.0,97796.0,97790.0,KQ.m@CFFEX.IF,60000000000,13:19:00,2024-01-02
466700,2024-01-02 13:20:00,3400.0,3401.4,3399.6,3400.8,112.0,97790.0,97800.0,KQ.m@CFFEX.IF,60000000000,13:20:00,2024-01-02
466701,2024-01-02 13:21:00,3400.8,3402.6,3400.8,3402.6,77.0,97800.0,97811.0,KQ.m@CFFEX.IF,60000000000,13:21:00,2024-01-02
466702,2024-01-02 13:22:00,3402.6,3403.0,3402.0,3402.8,49.0,97811.0,97816.0,KQ.m@CFFEX.IF,60000000000,13:22:00,2024-01-02
466703,2024-01-02 13:23:00,3402.8,3402.8,3401.0,3401.2,79.0,97816.0,97826.0,KQ.m@CFFEX.IF,60000000000,13:23:00,2024-01-02
466704,2024-01-02 13:24:00,3401.2,3402.2,3401.0,3402.0,32.0,97826.0,97831.0,KQ.m@CFFEX.IF,60000000000,13:24:00,2024-01-02
466705,2024-01-02 13:25:00,3402.0,3404.6,3401.0,3404.4,145.0,97831.0,97844.0,KQ.m@CFFEX.IF,60000000000,13:25:00,2024-01-02
466706,2024-01-02 13:26:00,3404.4,3405.4,3403.4,3405.0,154.0,97844.0,97851.0,KQ.m@CFFEX.IF,60000000000,13:26:00,2024-01-02
466707,2024-01-02 13:27:00,3405.0,3405.6,3404.8,3404.8,103.0,97851.0,97861.0,KQ.m@CFFEX.IF,60000000000,13:27:00,2024-01-02
466708,2024-01-02 13:28:00,3404.8,3405.2,3404.4,3404.6,78.0,97861.0,97854.0,KQ.m@CFFEX.IF,60000000000,13:28:00,2024-01-02
466709,2024-01-02 13:29:00,3404.6,3405.4,3404.4,3405.0,118.0,97854.0,97884.0,KQ.m@CFFEX.IF,60000000000,13:29:00,2024-01-02
466710,2024-01-02 13:30:00,3405.0,3405.2,3402.6,3403.4,254.0,97884.0,97907.0,KQ.m@CFFEX.IF,60000000000,13:30:00,2024-01-02
466711,2024-01-02 13:31:00,3403.4,3405.6,3403.0,3404.0,221.0,97907.0,97913.0,KQ.m@CFFEX.IF,60000000000,13:31:00,2024-01-02
466712,2024-01-02 13:32:00,3404.0,3404.4,3402.4,3403.0,76.0,97913.0,97929.0,KQ.m@CFFEX.IF,60000000000,13:32:00,2024-01-02
466713,2024-01-02 13:33:00,3403.0,3403.8,3402.6,3403.2,66.0,97929.0,97928.0,KQ.m@CFFEX.IF,60000000000,13:33:00,2024-01-02
466714,2024-01-02 13:34:00,3403.2,3404.8,3403.0,3403.2,66.0,97928.0,97936.0,KQ.m@CFFEX.IF,60000000000,13:34:00,2024-01-02
466715,2024-01-02 13:35:00,3403.2,3403.6,3402.2,3402.8,61.0,97936.0,97920.0,KQ.m@CFFEX.IF,60000000000,13:35:00,2024-01-02
466716,2024-01-02 13:36:00,3402.8,3403.6,3402.0,3403.2,66.0,97920.0,97928.0,KQ.m@CFFEX.IF,60000000000,13:36:00,2024-01-02
466717,2024-01-02 13:37:00,3403.2,3403.8,3402.6,3402.6,44.0,97928.0,97925.0,KQ.m@CFFEX.IF,60000000000,13:37:00,2024-01-02
466718,2024-01-02 13:38:00,3402.6,3404.0,3402.4,3402.8,60.0,97925.0,97938.0,KQ.m@CFFEX.IF,60000000000,13:38:00,2024-01-02
466719,2024-01-02 13:39:00,3402.8,3403.8,3402.8,3403.8,42.0,97938.0,97939.0,KQ.m@CFFEX.IF,60000000000,13:39:00,2024-01-02
466720,2024-01-02 13:40:00,3403.8,3404.6,3403.4,3403.8,63.0,97939.0,97952.0,KQ.m@CFFEX.IF,60000000000,13:40:00,2024-01-02
466721,2024-01-02 13:41:00,3403.8,3404.4,3403.4,3403.4,52.0,97952.0,97946.0,KQ.m@CFFEX.IF,60000000000,13:41:00,2024-01-02
466722,2024-01-02 13:42:00,3403.4,3404.8,3402.6,3402.6,100.0,97946.0,97964.0,KQ.m@CFFEX.IF,60000000000,13:42:00,2024-01-02
466723,2024-01-02 13:43:00,3402.6,3403.6,3402.0,3403.2,134.0,97964.0,97980.0,KQ.m@CFFEX.IF,60000000000,13:43:00,2024-01-02
466724,2024-01-02 13:44:00,3403.2,3404.2,3402.4,3404.2,71.0,97980.0,97990.0,KQ.m@CFFEX.IF,60000000000,13:44:00,2024-01-02
466725,2024-01-02 13:45:00,3404.2,3404.4,3402.0,3403.4,81.0,97990.0,98001.0,KQ.m@CFFEX.IF,60000000000,13:45:00,2024-01-02
